"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","character_maximum_length","character_octet_length","numeric_precision","numeric_precision_radix","numeric_scale","datetime_precision","interval_type","interval_precision","character_set_catalog","character_set_schema","character_set_name","collation_catalog","collation_schema","collation_name","domain_catalog","domain_schema","domain_name","udt_catalog","udt_schema","udt_name","scope_catalog","scope_schema","scope_name","maximum_cardinality","dtd_identifier","is_self_referencing","is_identity","identity_generation","identity_start","identity_increment","identity_maximum","identity_minimum","identity_cycle","is_generated","generation_expression","is_updatable"
"vitalsigns","public","rra","rra_canopy5","10","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_date","11","","YES","date","","","","","","0","","","","","","","","","","","","vitalsigns","pg_catalog","date","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_observer_first_name","13","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_observer_last_name","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","gps_start","15","","YES","time without time zone","","","","","","3","","","","","","","","","","","","vitalsigns","pg_catalog","time","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","gps_end","16","","YES","time without time zone","","","","","","3","","","","","","","","","","","","vitalsigns","pg_catalog","time","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","gps_lat","17","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","gps_long","18","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","gps_accuracy","19","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_gps_measurement_counts","20","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_mark1","21","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_mark2","22","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_mark3","23","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_pan_or_many","24","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_panorama","25","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","25","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_photo_n","26","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","26","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_photo_e","27","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","27","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_photo_s","28","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","28","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_photo_w","29","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","29","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_treeshrub_projected_cover","30","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","30","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_protected","31","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","31","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_livestock","32","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","32","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_wood","33","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","33","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_short_crop","34","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","34","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_tree_crops","35","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","35","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_use_hab_biz","36","false","NO","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","36","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra","rra_survey_instrument","37","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","37","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","survey_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","country","3","","YES","character varying","3","12","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","vs_code","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_no","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_sample_no","6","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_date","7","","YES","date","","","","","","0","","","","","","","","","","","","vitalsigns","pg_catalog","date","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_observer_first_name","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_observer_last_name","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","gps_lat","11","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","gps_long","12","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","gps_accuracy","13","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_photo_file_name","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_photo_water","15","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_water_depth_marker","16","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_1","17","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_2","18","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_3","19","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_4","20","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_5","21","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_6","22","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_b_14_7","23","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_color_type","24","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_color_intensity","25","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","25","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_smell_desc","26","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","26","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_smell_intensity","27","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","27","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_taste","28","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","28","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_taste_intensity","29","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","29","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use","30","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","30","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_drinking","31","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","31","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_bathing","32","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","32","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_livestock","33","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","33","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_washing","34","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","34","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_irrigation","35","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","35","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_dp_obs_use_mining","36","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","36","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","rwa_survey_instrument","37","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","37","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rwa","landscape_no","38","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","38","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","parent_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","survey_uuid","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","source","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","hh_j22","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","hh_j23_1","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","hh_j23_2","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_water","hh_j24","8","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","parent_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","ag_indid_age","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","ag_indid_gender","6","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","ag_indid_respondent","7","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_individual","ind_refno","8","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","survey_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","country","3","","YES","character varying","3","12","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","landscape_no","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","eplot_no","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_date","6","","YES","date","","","","","","0","","","","","","","","","","","","vitalsigns","pg_catalog","date","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_measurer1_first_name","8","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_measurer1_last_name","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_measurer2_first_name","11","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_measurer2_last_name","12","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_scribe_first_name","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_scribe_last_name","15","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_manager_first_name","17","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_manager_last_name","18","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_radius","19","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsne_accuracy","20","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsne_lat","21","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsne_long","22","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsnw_accuracy","23","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsnw_lat","24","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsnw_long","25","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","25","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_accuracy","26","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","26","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_start","27","","YES","time without time zone","","","","","","3","","","","","","","","","","","","vitalsigns","pg_catalog","time","","","","","27","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_end","28","","YES","time without time zone","","","","","","3","","","","","","","","","","","","vitalsigns","pg_catalog","time","","","","","28","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_lat","29","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","29","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_long","30","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","30","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpsse_measurement_counts","31","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","31","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpssw_accuracy","32","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","32","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpssw_lat","33","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","33","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","gpssw_long","34","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","34","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_photo_e","35","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","35","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_photo_n","36","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","36","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_photo_s","37","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","37","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_photo_w","38","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","38","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_observations","39","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","39","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","round","40","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","40","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot","field_survey_instrument","41","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","41","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","id","1","nextval('landscape_id_seq'::regclass)","NO","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","country","2","","YES","character varying","3","12","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","landscape_no","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","shape","5","","YES","USER-DEFINED","","","","","","","","","","","","","","","","","","vitalsigns","public","geometry","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","description","6","","YES","character varying","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","lower_right_latitude","9","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","lower_right_longitude","10","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","lower_left_latitude","17","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","lower_left_longitude","18","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","upper_left_latitude","19","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","upper_left_longitude","20","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","upper_right_latitude","21","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","upper_right_longitude","22","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","centerpoint_longitude","23","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","landscape","centerpoint_latitude","24","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","parent_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","crop_type","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","field_no","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","field_name","15","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","crop_name","17","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","ag6a_02","18","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","ag6a_05","19","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","ag6a_08_1","20","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_permcrop","ag6a_08_2","21","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","21","NO","NO","","","","","","","NEVER","","YES"
